 cluster  x  y  z  qw  qx  qy  qz  unpiloted  piloted  fullSized  edgeTolerance  upperCenterTolerance  lowerCenterTolerance misPrediction differentCluster
1;1776.41;-334.73;352.761;0.983237;-0.125536;0.13207;-0.00653409;0;0;1;0;1;1;0;0
-1;1719.07;-416.214;312.968;0.973219;-0.169986;0.153918;0.0160681;0;0;1;0;0;0;0;1
1;1696.73;-336.258;329.034;0.98064;-0.135637;0.141133;-0.00549573;0;0;1;1;1;1;0;0
-1;1618.72;-280.242;317.079;0.983705;-0.121051;0.132446;-0.0113953;0;0;1;0;0;0;0;1
1;1676.81;-358.507;317.057;-0.193502;-0.671621;0.713927;-0.042306;0;0;1;0;1;1;0;0
1;1951.81;-333.075;398.618;-0.174756;-0.688991;0.703241;-0.01425;0;0;1;1;1;1;0;0
1;1835.52;-334.376;369.331;-0.166051;-0.68518;0.7088;-0.0236205;0;0;1;1;1;1;0;0
1;1839.3;-362.015;363.94;-0.173456;-0.686848;0.705552;-0.0187045;0;0;1;0;0;0;1;0
1;1657.78;-359.065;310.84;-0.20554;-0.679582;0.7038;-0.0242179;0;0;1;0;1;1;0;0
1;1874.73;-333.808;379.707;0.984793;-0.12283;0.122863;-3.39158e-05;0;0;1;0;0;1;0;0
1;1854.7;-334.257;374.429;0.988003;-0.107248;0.111053;-0.00380475;0;0;1;0;1;1;0;0
1;1933;-333.763;394.224;-0.144684;-0.699142;0.70019;-0.00104879;0;0;1;0;1;1;0;0
-1;1921.95;-251.207;403.156;-0.104776;-0.692039;0.713881;-0.0218424;0;0;1;0;0;0;0;1
1;1769.73;-393.833;334.235;0.980933;-0.141406;0.133064;0.00834153;0;0;1;0;1;1;0;0
1;1735.71;-408.451;320.084;0.972755;-0.171626;0.154968;0.0166577;0;0;1;1;1;1;0;0
1;1734.96;-357.808;335.041;-0.199525;-0.686752;0.698866;-0.012114;0;0;1;0;1;1;0;0
1;1619.79;-359.553;298.346;0.974625;-0.154195;0.162073;-0.00787849;0;0;1;0;1;1;0;0
1;1715.25;-357.872;329.141;-0.216951;-0.655787;0.720224;-0.0644373;0;0;1;0;1;1;0;0
1;1638.78;-359.157;304.716;-0.1994;-0.676792;0.707969;-0.0311776;0;0;1;0;1;1;0;0
-1;1914.6;-272.505;401.583;-0.155704;-0.680422;0.715241;-0.0348191;0;0;1;0;0;0;0;1
1;1816.08;-334.517;364.121;0.984317;-0.121772;0.127507;-0.00573538;0;0;1;0;1;1;0;0
1;1793.52;-357.049;352.37;0.984948;-0.120849;0.123557;-0.00270825;0;0;1;0;0;1;0;0
1;1786.71;-386.534;340.902;0.165943;0.712281;-0.681292;-0.0309896;0;0;1;1;1;0;0;0
1;1796.1;-335.04;358.316;-0.194511;-0.662914;0.720676;-0.0577629;0;0;1;0;1;1;0;0
1;1638.73;-336.987;310.618;-0.200112;-0.668665;0.714652;-0.0459871;0;0;1;0;1;1;0;0
