 cluster  x  y  z  qw  qx  qy  qz  unpiloted  piloted  fullSized  edgeTolerance  upperCenterTolerance  lowerCenterTolerance misPrediction differentCluster
1;1776.41;-334.73;352.761;0.981585;-0.131113;0.138717;-0.00760425;0;0;1;0;1;1;0;0
-1;1719.07;-416.214;312.968;0.978014;-0.154743;0.138899;0.015844;0;0;1;0;0;0;0;1
1;1696.73;-336.258;329.034;0.984;-0.124721;0.127207;-0.00248587;0;0;1;1;1;1;0;0
-1;1618.72;-280.242;317.079;0.984055;-0.119666;0.131096;-0.0114297;0;0;1;0;0;0;0;1
1;1676.81;-358.507;317.057;0.985496;-0.121235;0.118714;0.00252112;0;0;1;0;1;1;0;0
1;1951.81;-333.075;398.618;0.985373;-0.121569;0.119401;0.00216802;0;0;1;1;1;1;0;0
1;1835.52;-334.376;369.331;0.989435;-0.101889;0.103129;-0.00123988;0;0;1;1;1;1;0;0
1;1839.3;-362.015;363.94;0.986214;-0.119351;0.114517;0.00483331;0;0;1;0;0;0;1;0
1;1657.78;-359.065;310.84;0.95604;-0.183461;0.224962;-0.0415003;0;0;1;0;1;1;0;0
1;1874.73;-333.808;379.707;0.981384;-0.127618;0.142726;-0.0151076;0;0;1;0;0;1;0;0
1;1854.7;-334.257;374.429;0.98798;-0.109573;0.109037;0.000536109;0;0;1;0;1;1;0;0
1;1933;-333.763;394.224;0.977504;-0.140024;0.156832;-0.016808;0;0;1;0;1;1;0;0
-1;1921.95;-251.207;403.156;0.99635;-0.0604458;0.0602687;0.000177146;0;0;1;0;0;0;0;1
1;1769.73;-393.833;334.235;0.983165;-0.135921;0.121231;0.0146893;0;0;1;0;1;1;0;0
1;1735.71;-408.451;320.084;0.97775;-0.153131;0.143016;0.0101151;0;0;1;1;1;1;0;0
1;1734.96;-357.808;335.041;0.9661;-0.174223;0.189873;-0.0156496;0;0;1;0;1;1;0;0
1;1619.79;-359.553;298.346;0.967862;-0.163139;0.189556;-0.0264177;0;0;1;0;1;1;0;0
1;1715.25;-357.872;329.141;0.984999;-0.124586;0.119277;0.00530868;0;0;1;0;1;1;0;0
1;1638.78;-359.157;304.716;0.982351;-0.135851;0.128353;0.00749799;0;0;1;0;1;1;0;0
-1;1914.6;-272.505;401.583;0.990062;-0.0977376;0.101059;-0.00332118;0;0;1;0;0;0;0;1
1;1816.08;-334.517;364.121;0.988257;-0.107023;0.109046;-0.00202355;0;0;1;0;1;1;0;0
1;1793.52;-357.049;352.37;0.966127;-0.160146;0.198664;-0.0385178;0;0;1;0;0;1;0;0
1;1786.71;-386.534;340.902;0.987799;-0.11247;0.107611;0.00485867;0;0;1;1;1;0;0;0
1;1796.1;-335.04;358.316;0.979559;-0.135672;0.148005;-0.0123329;0;0;1;0;1;1;0;0
1;1638.73;-336.987;310.618;0.969932;-0.156598;0.184241;-0.0276434;0;0;1;0;1;1;0;0
1;1695.97;-358.164;323.235;0.987065;-0.115953;0.110585;0.00536765;0;1;0;0;1;1;0;0
1;1619.1;-295.476;314.017;0.981785;-0.127944;0.139946;-0.0120021;0;0;1;0;0;0;1;0
-1;1619.28;-264.698;320.316;0.978025;-0.134811;0.157424;-0.0226121;0;0;1;0;0;0;0;1
1;1619.46;-311.175;310.578;0.970521;-0.146997;0.186804;-0.0398072;0;0;1;1;0;0;0;0
1;1825.53;-368.175;358.786;0.979109;-0.13869;0.148379;-0.00968878;0;0;1;0;0;0;1;0
-1;1702.48;-423.882;305.323;0.973886;-0.161124;0.159949;0.00117537;0;0;1;0;0;0;0;1
1;1738.09;-330.169;342.756;0.982826;-0.136291;0.123778;0.0125135;0;0;1;0;1;1;0;0
1;1773.57;-357.508;346.493;0.957536;-0.175824;0.223474;-0.0476498;0;0;1;0;1;1;0;0
1;1600.67;-359.7;291.686;0.974874;-0.150082;0.164016;-0.0139339;0;0;1;0;1;1;0;0
1;1914.61;-304.083;395.817;0.992468;-0.0871209;0.0861188;0.00100205;0;0;1;1;0;0;0;0
1;1751.88;-401.348;326.84;0.98467;-0.126787;0.119575;0.00721193;0;0;1;1;1;1;0;0
-1;1914.98;-288.332;398.871;0.97562;-0.139295;0.167274;-0.0279797;0;0;1;0;0;0;0;1
1;1753.91;-357.791;340.673;0.980461;-0.133291;0.144254;-0.0109632;0;0;1;0;1;1;0;0
1;1812.17;-374.459;353.388;0.98717;-0.11398;0.111801;0.00217946;0;0;1;0;0;0;1;0
1;1909.05;-369.339;380.047;0.171038;0.699282;-0.694063;-0.00521886;0;0;1;0;0;0;1;0
1;1704.15;-345.112;378.885;0.963624;-0.17695;0.199068;-0.0221187;0;1;0;0;0;0;1;0
1;1633.74;-318.731;313.616;0.981824;-0.126285;0.140921;-0.0146366;0;0;1;0;0;0;1;0
1;1711.55;-338.78;332.832;0.9931;-0.0841161;0.0816806;0.00243552;0;1;0;0;0;0;1;0
1;1840.3;-315;374.813;0.198056;0.715688;-0.668053;-0.0476351;0;0;1;0;1;1;0;0
1;1755.73;-335.719;346.531;0.98439;-0.121879;0.126876;-0.00499666;0;0;1;1;1;1;0;0
1;1970.54;-332.699;402.975;0.97419;-0.144904;0.171086;-0.0261824;0;0;1;0;1;1;0;0
1;1657.72;-337.332;316.572;0.980375;-0.133901;0.144317;-0.0104165;0;0;1;1;1;1;0;0
1;1677.29;-336.618;322.898;0.985344;-0.120569;0.120664;-9.44674e-05;0;0;1;1;1;1;0;0
1;1988.98;-332.275;407.045;0.98196;-0.129074;0.137903;-0.00882875;0;0;1;0;0;1;0;0
1;1616.99;-338.919;300.622;0.979281;-0.148482;0.137241;0.0112407;1;0;0;0;1;1;0;0
1;1711.92;-418.301;308.497;0.973652;-0.166693;0.155183;0.0115104;1;0;0;0;1;0;0;0
1;1805.61;-359.304;353.37;0.974071;-0.150444;0.168053;-0.0176093;1;0;0;0;0;1;0;0
1;1844.71;-358.235;364.214;0.969476;-0.150915;0.189374;-0.0384586;1;0;0;0;1;1;0;0
1;1862.69;-316.083;378.733;0.987206;-0.113843;0.11162;0.00222267;1;0;0;1;1;1;0;0
1;1871.16;-365.857;369.003;0.982497;-0.1311;0.132326;-0.00122687;1;0;0;0;1;1;0;0
1;1881.91;-315.954;383.605;0.991769;-0.0884027;0.0925338;-0.00413109;1;0;0;0;1;1;0;0
1;1885.33;-337.012;379.684;0.986102;-0.11216;0.122164;-0.0100042;1;0;0;0;0;1;0;0
1;1888.02;-370.677;371.936;0.980335;-0.141342;0.137664;0.00367834;1;0;0;0;1;1;0;0
1;1904.52;-291.971;394.217;0.984968;-0.117086;0.126642;-0.00955606;1;0;0;0;0;0;0;0
1;1904.73;-336.886;384.493;0.992418;-0.0910901;0.0820152;0.00907492;1;0;0;0;1;1;0;0
1;1904.83;-358.639;379.182;0.969581;-0.161879;0.18244;-0.0205602;1;0;0;0;1;1;0;0
1;1923.16;-358.516;383.633;0.988986;-0.107689;0.101338;0.00635115;1;0;0;0;1;1;0;0
1;1941.51;-358.395;387.991;0.980312;-0.135957;0.143019;-0.00706269;1;0;0;0;1;1;0;0
1;1959.89;-358.273;392.246;0.122602;0.705543;-0.69794;-0.00760284;1;0;0;0;1;1;0;0
1;1978.28;-358.152;396.403;0.154303;0.798444;-0.499027;-0.299416;1;0;0;0;1;1;0;0
1;1995.71;-336.303;405.644;0.99296;-0.0855154;0.0818775;0.00363789;1;0;0;0;0;1;0;0
1;1996.7;-358.031;400.473;0.972553;-0.157629;0.170656;-0.0130272;1;0;0;0;1;1;0;0
1;2013.97;-336.191;409.622;0.154731;-0.720397;0.676068;0.00431684;1;0;0;0;1;1;0;0
1;2015.14;-357.91;404.464;0.15934;-0.720844;0.674461;0.00981619;1;0;0;1;1;1;0;0
1;2032.24;-336.078;413.531;0.153942;-0.720715;0.675895;0.00606454;1;0;0;0;1;1;0;0
1;2033.59;-357.789;408.385;0.158477;-0.721152;0.67431;0.0114195;1;0;0;0;1;1;0;0
1;2050.52;-335.963;417.372;0.153002;-0.721023;0.675764;0.00767577;1;0;0;0;1;1;0;0
1;2052.05;-357.669;412.24;0.157684;-0.721433;0.674169;0.0128893;1;0;0;0;1;1;0;0
1;2068.82;-335.849;421.145;0.151897;-0.721306;0.675695;0.00904259;1;0;0;0;1;1;0;0
